"site","X","country","PDI","IDV","MAS","UAI","num_u","num_q","num_a","num_tp_c","num_tp_e","perc_a","perc_q","perc_tp_c","perc_tp_e","GNI","Internet","EPI","WVS","tipo"
"stackoverflow",15,"Denmark",18,74,16,23,4029,3.61136583492327,5.80377783980793,9.06353661845764,4.6884095354281,0.556713824770415,0.621245966741127,0.289401836684041,0.115909655001241,59770,90,69.3,1.87,"Individualista"
"stackoverflow",16,"Ecuador",78,8,63,67,278,2.80989601605239,3.47875196439516,5.7702022138644,1.86258450735013,0.449640287769784,0.446043165467626,0.161870503597122,0.039568345323741,5200,31.4,51.05,NA,"Coletivista"
"stackoverflow",17,"Egypt",70,25,45,80,1965,3.5092635814897,4.51437557890077,6.94172242213591,3.65671851187769,0.443256997455471,0.518575063613232,0.186259541984733,0.0743002544529262,3000,95,42.13,-0.54,"Coletivista"
"stackoverflow",18,"El Salvador",66,19,40,94,133,3.62868067925398,4.43982699243412,17.6657016811166,4.05411507770681,0.473684210526316,0.496240601503759,0.135338345864662,0.0526315789473684,3580,18.9,43.46,0.53,"Coletivista"
"stackoverflow",19,"Estonia",40,60,30,60,621,3.73801743138265,7.52950603704267,14.4030595982123,6.5751385875137,0.595813204508857,0.581320450885668,0.322061191626409,0.14170692431562,15830,76.5,61.39,-1.19,"Individualista"
"stackoverflow",20,"Ethiopia",70,20,65,55,129,3.1880930876142,3.35216105106061,7.32901677894527,2.61699465182652,0.333333333333333,0.410852713178295,0.10077519379845,0.062015503875969,410,1.1,NA,-0.36,"Coletivista"
"stackoverflow",21,"Finland",33,63,26,59,2046,3.29609737909518,6.6189831006666,12.0727772299182,5.34026849665388,0.585043988269795,0.489247311827957,0.314271749755621,0.129521016617791,46940,89.4,64.4,1.12,"Individualista"
"stackoverflow",22,"France",68,71,43,86,11450,3.26165892355147,6.1581623665959,10.412237133292,4.68600471835875,0.591004366812227,0.550305676855895,0.292838427947598,0.131528384279476,41750,79.6,52.69,1.13,"Individualista"
"stackoverflow",23,"Germany",35,67,66,65,18374,3.6575020661587,7.39588321109738,12.9822062226039,5.42758827089094,0.616414498748231,0.597637966692065,0.343583324262545,0.160988353107652,44010,83,60.89,0.44,"Individualista"
"stackoverflow",24,"Ghana",80,15,40,65,208,2.55597586222887,2.47893924429361,5.57608051491566,3.10140469710745,0.346153846153846,0.389423076923077,0.0865384615384615,0.0336538461538462,1550,14.1,NA,-0.29,"Coletivista"
"stackoverflow",25,"Greece",60,35,57,112,2068,3.54659841259569,5.9195111300837,10.4244835063547,6.02076339947744,0.512088974854932,0.550290135396518,0.252901353965184,0.106382978723404,23260,53,NA,0.55,"Coletivista"
"stackoverflow",26,"Guatemala",95,6,37,101,215,2.44757088646077,3.61629358945691,5.67507682421723,3.51621274390177,0.516279069767442,0.446511627906977,0.172093023255814,0.0558139534883721,3140,12.3,45.77,-0.17,"Coletivista"
"stackoverflow",27,"Hong Kong",68,25,57,29,970,3.72501000479021,5.87117132534938,9.63932852367678,6.22938574674887,0.509278350515464,0.541237113402062,0.267010309278351,0.0938144329896907,36560,72.2,52.5,-0.98,"Coletivista"
"stackoverflow",28,"Hungary",46,80,88,82,1842,3.41316432128684,6.61455475067791,10.9950539652764,4.47244111053204,0.560260586319218,0.508686210640608,0.292073832790445,0.11672095548317,12370,70,58.55,-1.22,"Individualista"
"stackoverflow",29,"India",77,48,56,40,70970,3.80973413797235,5.22457856026541,9.33396082163194,5.35018389650052,0.455826405523461,0.581442863181626,0.202296745103565,0.0947442581372411,1530,10.1,53.54,-0.21,"Coletivista"
"stackoverflow",30,"Indonesia",78,14,46,48,3585,2.76860260765525,3.28854955666409,6.1175642432516,3.79228630001767,0.321059972105997,0.421478382147838,0.110739191073919,0.0359832635983264,3420,12.3,52.74,-0.8,"Coletivista"
"stackoverflow",31,"Iran",58,41,43,59,3155,4.25403398875171,4.95969461622712,8.3283648663678,4.57255445702165,0.469413629160063,0.557210776545166,0.209508716323296,0.111251980982567,NA,100,41.83,NA,"Coletivista"
"stackoverflow",32,"Iraq",95,30,70,85,144,2.41635663122916,2.22849551840744,4.12474477940223,2.80970581608967,0.291666666666667,0.430555555555556,0.0625,0.0416666666666667,5870,5,38.02,-1.68,"Coletivista"
"stackoverflow",33,"Ireland",28,70,68,35,2884,3.85638208897272,6.06867410839757,9.76673145770164,4.87684714153168,0.556518723994452,0.612690707350901,0.28502080443828,0.120319001386963,38970,76.8,NA,1.18,"Individualista"
"stackoverflow",34,"Israel",13,54,47,81,2963,5.71000949914503,9.49528251890645,13.4973765312777,5.69051085255523,0.673641579480256,0.690516368545393,0.416807289908876,0.18393520080999,28380,68.9,NA,0.36,"Individualista"
"stackoverflow",35,"Italy",50,76,70,75,6822,3.6240646892415,5.52449019887971,9.17835509888681,5.37372777816407,0.529170331281149,0.589123424215772,0.255496921723835,0.10583406625623,33840,56.8,52.8,0.6,"Individualista"
"stackoverflow",36,"Jamaica",45,39,68,13,109,2.96267908718216,3.72332303658472,13.8343819638878,6.71067647275577,0.394495412844037,0.541284403669725,0.137614678899083,0.0642201834862385,5140,37.5,NA,NA,"Coletivista"
"stackoverflow",37,"Japan",54,46,95,92,2692,3.29964226479091,4.71613061381875,10.056809563894,4.24187937569369,0.448736998514116,0.428306092124814,0.192421991084695,0.0861812778603269,47870,79.1,52.88,-0.05,"Coletivista"
"stackoverflow",38,"Kuwait",90,25,40,80,168,3.36355389437332,4.10645603616518,9.62869549760468,7.53259402141794,0.410714285714286,0.595238095238095,0.18452380952381,0.0773809523809524,44100,74.2,41.8,NA,"Coletivista"
"stackoverflow",39,"Latvia",44,70,40,63,673,3.63054650181349,6.89953103138776,10.0146400716603,5.093772726108,0.569093610698366,0.557206537890045,0.320950965824666,0.108469539375929,14200,71.7,59.43,-1.27,"Individualista"
"stackoverflow",40,"Lebanon",75,40,65,50,401,4.49752007323031,6.33277316862995,9.80841877033608,3.8111085100312,0.551122194513716,0.665835411471322,0.296758104738155,0.119700748129676,9190,52,NA,NA,"Coletivista"
"stackoverflow",41,"Lithuania",42,60,40,63,850,3.90091209102024,5.37917984119081,8.84585464731373,3.16332980003821,0.601176470588235,0.569411764705882,0.297647058823529,0.127058823529412,13920,65.1,NA,-1,"Individualista"
"stackoverflow",42,"Luxembourg",40,60,50,70,180,3.65944938200823,6.77864629004646,14.6630337072318,5.47480973809701,0.533333333333333,0.511111111111111,0.272222222222222,0.127777777777778,76960,90.9,NA,1.13,"Individualista"
"stackoverflow",43,"Malaysia",104,26,50,36,1554,3.53181486296681,4.51903530422885,8.53209641075429,3.83797781990604,0.405405405405405,0.562419562419562,0.187902187902188,0.0733590733590734,9800,61,59.73,0.09,"Coletivista"
"stackoverflow",44,"Malta",56,59,47,96,255,5.32650539882758,5.47211612521693,7.93048919205073,4.08437263887501,0.568627450980392,0.725490196078431,0.305882352941176,0.109803921568627,19760,69.2,NA,-0.03,"Individualista"
"stackoverflow",45,"Mexico",81,30,69,82,2973,2.85730455104242,4.09712291005668,7.4580316920429,3.29250533699217,0.473595694584595,0.454086781029263,0.182980154725866,0.0639085099226371,9600,35,49.83,1.03,"Coletivista"
"stackoverflow",46,"Morocco",70,25,53,68,547,3.29685803526535,4.65965205101257,10.4353365242683,7.73253449932472,0.444241316270567,0.497257769652651,0.16636197440585,0.0712979890310786,2950,53,42.43,-1.04,"Coletivista"
"stackoverflow",47,"Netherlands",38,80,14,53,9298,3.4509534334467,6.83753931619313,11.8629376474036,5.13631001972415,0.616799311679931,0.595396859539686,0.328027532802753,0.149709614970961,48250,92.3,68.99,1.39,"Individualista"
"stackoverflow",48,"New Zealand",22,79,58,49,2883,3.89430645933828,7.34446591899781,11.7799290227912,4.52523160027503,0.618106139438085,0.626430801248699,0.348942074228234,0.156087408949011,30620,86,NA,1.86,"Individualista"
"stackoverflow",49,"Nigeria",80,30,60,55,705,3.16810424852324,3.37420921634358,5.67276931719375,3.11353906201614,0.417021276595745,0.478014184397163,0.123404255319149,0.0453900709219858,1430,28.4,NA,0.28,"Coletivista"
"stackoverflow",50,"Norway",31,69,8,50,3128,3.77302968007683,6.74443624789985,9.81268958677647,5.03462948933044,0.599744245524297,0.588235294117647,0.341112531969309,0.124680306905371,98860,94,64.33,2.17,"Individualista"
"stackoverflow",51,"Pakistan",55,14,50,70,4809,3.92885707132352,5.30641884400399,10.0139786965561,4.62206232002029,0.474318985236016,0.608026616760241,0.213557912247869,0.101268454980245,1260,9,NA,1.25,"Coletivista"
"stackoverflow",52,"Panama",95,11,44,86,116,2.11656403156112,2.64804023597127,3.85223318359223,6.08276253029822,0.474137931034483,0.508620689655172,0.146551724137931,0.0172413793103448,9850,42.7,43.7,NA,"Coletivista"
"stackoverflow",53,"Peru",64,16,42,87,534,3.64573964566485,5.77315438384223,10.6962394332741,7.50435473323055,0.47752808988764,0.468164794007491,0.228464419475655,0.0936329588014981,5880,36,51.46,0.03,"Coletivista"
"stackoverflow",54,"Philippines",94,32,64,44,2860,3.94918726622222,4.95666494529408,9.57142256581388,4.89500613387368,0.432517482517483,0.574125874125874,0.198951048951049,0.077972027972028,2470,29,NA,-0.11,"Coletivista"
"stackoverflow",55,"Poland",68,60,64,93,6069,3.55907983216881,6.63792778389667,10.094507179563,4.91759062800005,0.583292140385566,0.567144504860768,0.311253913330038,0.126379963750206,12660,64.9,64.26,-0.14,"Individualista"
"stackoverflow",56,"Portugal",63,27,31,104,2851,3.37677750594231,4.86949551930692,7.98036600786754,3.86847729279291,0.525780427920028,0.576289021396001,0.248333917923536,0.106278498772361,20580,57.8,56.83,0.49,"Coletivista"
"stackoverflow",57,"Romania",90,30,42,90,3570,3.83241987500113,6.52066592710514,9.81032212233061,5.40123019074963,0.564145658263305,0.57843137254902,0.289915966386555,0.113445378151261,8150,44,58.63,-1.55,"Coletivista"
"stackoverflow",58,"Russia",93,39,36,95,10701,3.14823571032055,5.33157774285604,8.35687198627119,4.55760256346279,0.517615176151762,0.485842444631343,0.24053826745164,0.0832632464255677,12700,49,50.44,-1.42,"Coletivista"
"stackoverflow",59,"Saudi Arabia",95,25,60,80,328,3.54934015613516,4.17257522847838,10.9023525138199,4.88357991701413,0.411585365853659,0.5,0.155487804878049,0.0670731707317073,21210,47.5,39.48,0.15,"Coletivista"
"stackoverflow",60,"Serbia",86,25,43,92,1294,3.49447562081375,5.37404176015886,9.08551939228178,4.91877824626867,0.519319938176198,0.523956723338485,0.247295208655332,0.0834621329211747,5280,42.2,NA,-0.62,"Coletivista"
"stackoverflow",61,"Sierra Leone",70,20,40,50,4,2,4.47213595499958,3,NA,0.5,0.5,0.25,0,580,0.9,NA,NA,"Coletivista"
"stackoverflow",62,"Singapore",74,20,48,8,2270,4.09322651920417,6.11237727798496,9.51504417756847,4.19323926101138,0.522907488986784,0.601321585903084,0.276651982378855,0.101321585903084,47210,71,59.58,NA,"Coletivista"
"stackoverflow",63,"Slovakia",104,52,110,51,861,4.0578608415774,6.99805068627341,11.8053704108543,4.9954488213227,0.570267131242741,0.579558652729384,0.315911730545877,0.133565621370499,17180,74.4,55.96,-0.43,"Individualista"
"stackoverflow",64,"Slovenia",71,27,19,88,692,4.07372210144232,6.80640627996472,11.4613369504021,4.60695612254217,0.61271676300578,0.628612716763006,0.333815028901734,0.111271676300578,22810,69,60.6,0.36,"Coletivista"
"stackoverflow",65,"South Africa",49,65,63,49,3726,3.61907381708215,5.21849104497459,9.34647706063567,3.55922260213784,0.526570048309179,0.58695652173913,0.243156199677939,0.108964036500268,7610,34,NA,-0.1,"Individualista"
"stackoverflow",66,"South Korea",60,18,39,85,1784,2.82904353819922,3.52660837799225,7.89624980337307,4.41767306904929,0.319506726457399,0.40695067264574,0.106502242152466,0.0414798206278027,22670,83.8,53.62,-1.37,"Coletivista"
"stackoverflow",67,"Spain",57,51,42,86,7349,3.14528598792245,5.01851705207199,8.08126846281563,4.76082304777396,0.526330112940536,0.503333786909784,0.234589740100694,0.0928017417335692,30110,67.6,57.18,0.54,"Individualista"
"stackoverflow",68,"Sweden",31,71,5,29,6980,3.68959242936101,6.60394145427117,10.2844584268275,4.64441707531435,0.601289398280802,0.593839541547278,0.334527220630372,0.138968481375358,56210,94,67.8,2.35,"Individualista"
"stackoverflow",69,"Switzerland",34,68,70,58,3623,3.87640423035986,7.49672142931199,12.5537831636995,5.82370146497215,0.635109025669335,0.602815346398013,0.359922715981231,0.168644769528015,82730,85.2,58.29,1.9,"Individualista"
"stackoverflow",70,"Taiwan",58,17,45,69,1341,2.77835308685041,3.77036823448611,6.56915770184463,3.89736381553386,0.398210290827741,0.3944817300522,0.158090976882923,0.0439970171513796,NA,NA,52.56,-1.18,"Coletivista"
"stackoverflow",71,"Tanzania",70,25,40,50,93,3.0739285171672,2.55683860630672,4.22876052374815,1.31607401295249,0.32258064516129,0.462365591397849,0.0967741935483871,0.043010752688172,570,12,NA,NA,"Coletivista"
"stackoverflow",72,"Thailand",64,20,34,64,1152,3.59363407441572,4.70910308111792,8.3703988341103,4.01468952277966,0.388888888888889,0.410590277777778,0.170138888888889,0.0581597222222222,5210,23.7,47.79,0.01,"Coletivista"
"stackoverflow",73,"Turkey",66,37,45,85,4506,3.71117091672467,5.09132251005992,7.86214677753118,4.13927970260938,0.467598757212605,0.505326231691079,0.218153573013759,0.0881047492232579,10830,43.1,47.8,-0.33,"Coletivista"
"stackoverflow",74,"United Kingdom",35,89,66,35,35303,4.21481838001036,7.43466393674794,12.0226979126534,5.4244999903434,0.60377305044897,0.631447752315667,0.334844064243832,0.151431889641107,38250,86.8,NA,1.68,"Individualista"
"stackoverflow",75,"United States",40,91,62,46,130197,3.79464097129145,6.72303562573186,10.9848613229064,4.74439599570419,0.588884536510058,0.577578592440686,0.319999692773259,0.132261112007189,50120,77.9,NA,1.76,"Individualista"
"stackoverflow",76,"Uruguay",61,36,38,100,569,2.93832546061436,5.5161967244382,8.1230021249101,3.39525717906213,0.567662565905097,0.518453427065026,0.261862917398946,0.101933216168717,13510,51.4,49.61,0.99,"Coletivista"
"stackoverflow",77,"Venezuela",81,12,73,76,686,3.72271340154442,3.79707893558345,6.68078358346671,3.13136590259376,0.4533527696793,0.516034985422741,0.196793002915452,0.0787172011661808,12500,NA,46.12,0.43,"Coletivista"
"stackoverflow",78,"Vietnam",70,20,40,30,2319,2.94580559736516,3.67105563162153,7.16179732131822,4.1586224934499,0.370418283742993,0.421302285467874,0.128503665373006,0.03751617076326,1400,35.1,51.57,-0.26,"Coletivista"
"stackoverflow",79,"Zambia",60,35,40,50,47,2.63329076412964,2.61428896358469,281,13,0.212765957446809,0.446808510638298,0.0212765957446809,0.0212765957446809,1350,11.5,NA,-0.62,"Coletivista"
"superuser",1,"Argentina",49,46,56,86,561,2.14309977877026,1.91256244390002,3.26934946379532,1.51900643326794,0.245989304812834,0.267379679144385,0.229946524064171,0.0338680926916221,NA,51,59.02,0.38,"Coletivista"
"superuser",2,"Australia",36,90,61,51,3297,1.91150924266051,2.32717265051683,2.92194397069396,2.08857417537429,0.326963906581741,0.311191992720655,0.314225053078556,0.0464058234758872,59570,79.5,NA,1.75,"Individualista"
"superuser",3,"Austria",11,55,79,70,667,1.63115625056059,2.27272271091625,2.63024736360414,2.32946197546352,0.274362818590705,0.269865067466267,0.278860569715142,0.047976011994003,48160,79.8,63.21,1.43,"Individualista"
"superuser",4,"Bangladesh",80,20,55,60,363,1.78289940868596,1.86993856506637,2.64223166901598,2.03555795706657,0.121212121212121,0.220385674931129,0.154269972451791,0.0247933884297521,840,5,NA,-0.93,"Coletivista"
"superuser",5,"Belgium",65,75,54,94,1100,1.96227498821838,2.15491713825221,3.33920867450161,2.23409226243312,0.300909090909091,0.322727272727273,0.285454545454545,0.0481818181818182,44990,78,61.21,1.13,"Individualista"
"superuser",6,"Brazil",69,38,49,76,2017,1.72087718002069,1.90620937885246,2.70751191537563,2.72867727669973,0.19533961328706,0.218145761031235,0.197322756569162,0.0252850768468022,11630,45,49.96,0.81,"Coletivista"
"superuser",7,"Bulgaria",70,30,40,85,335,1.81004432228118,1.95146347746502,2.72924517836524,1.10408951367381,0.247761194029851,0.247761194029851,0.214925373134328,0.0208955223880597,6870,51,NA,-1.01,"Coletivista"
"superuser",8,"Canada",39,80,52,48,4657,1.97668768935285,2.52166138172962,3.33992382280472,2.6971906719516,0.311573974661799,0.319519003650419,0.312432896714623,0.0502469400901868,50970,83,NA,1.91,"Individualista"
"superuser",9,"Chile",63,23,28,86,214,2.12116584607389,2.06148218975948,2.99241650887562,2.75261062808373,0.252336448598131,0.257009345794392,0.233644859813084,0.0420560747663551,14280,52.3,48.75,0,"Coletivista"
"superuser",10,"China",80,20,66,30,1359,1.75924262914426,1.59461209213537,2.32470037289897,1.91238071840934,0.178807947019868,0.231052244297277,0.164091243561442,0.0183958793230316,5680,38.3,50.15,-1.16,"Coletivista"
"superuser",11,"Colombia",67,13,64,80,219,1.49439983181541,1.87618248074401,1.91058496676848,1.200936955176,0.136986301369863,0.223744292237443,0.19634703196347,0.0273972602739726,6990,40.4,48.54,0.6,"Coletivista"
"superuser",12,"Costa Rica",35,15,21,86,51,1.56434951031902,2.78776944472427,3.08558920225253,1,0.156862745098039,0.254901960784314,0.254901960784314,0.0392156862745098,8740,42.1,48.53,NA,"Coletivista"
"superuser",13,"Croatia",73,33,40,80,230,2.03672551999728,2.18446718169821,3.48851161945299,3.05995653414225,0.3,0.317391304347826,0.247826086956522,0.0391304347826087,13290,59.6,NA,0.31,"Coletivista"
"superuser",14,"Czech Republic",57,58,57,74,698,1.92428132206369,2.11987862338977,2.95985205728306,3.25161077089543,0.257879656160458,0.282234957020057,0.256446991404011,0.0315186246418338,18130,73,57.42,0.38,"Individualista"
"superuser",15,"Denmark",18,74,16,23,932,1.89059276404865,2.13895991174451,2.83459137972837,2.31510127628687,0.275751072961373,0.320815450643777,0.3068669527897,0.0407725321888412,59770,90,69.3,1.87,"Individualista"
"superuser",16,"Ecuador",78,8,63,67,38,1.49130147541311,2.11474252688113,1.57843652999765,1,0.210526315789474,0.157894736842105,0.263157894736842,0.0263157894736842,5200,31.4,51.05,NA,"Coletivista"
"superuser",17,"Egypt",70,25,45,80,333,1.94205434028543,1.71966678106792,2.61469089267973,1,0.159159159159159,0.222222222222222,0.165165165165165,0.00900900900900901,3000,95,42.13,-0.54,"Coletivista"
"superuser",18,"El Salvador",66,19,40,94,23,1.25992104989487,1,1.64375182951723,NA,0.304347826086957,0.130434782608696,0.217391304347826,0,3580,18.9,43.46,0.53,"Coletivista"
"superuser",19,"Estonia",40,60,30,60,174,1.79970013839742,2.05220270376418,4.28537412368504,4.97567120241002,0.350574712643678,0.28735632183908,0.258620689655172,0.0517241379310345,15830,76.5,61.39,-1.19,"Individualista"
"superuser",20,"Ethiopia",70,20,65,55,21,1.47273335753469,1,1.81712059283214,NA,0.19047619047619,0.476190476190476,0.142857142857143,0,410,1.1,NA,-0.36,"Coletivista"
"superuser",21,"Finland",33,63,26,59,577,1.86241940284864,2.61066994496848,3.1664480132333,3.22432131095956,0.346620450606586,0.305025996533795,0.332755632582322,0.0554592720970537,46940,89.4,64.4,1.12,"Individualista"
"superuser",22,"France",68,71,43,86,2440,1.82336998053751,2.03414282424236,2.76121926669387,2.06672317150446,0.27827868852459,0.233196721311475,0.244262295081967,0.0418032786885246,41750,79.6,52.69,1.13,"Individualista"
"superuser",23,"Germany",35,67,66,65,4600,1.88471240284418,2.31556707667586,3.03675805981179,2.5466143275895,0.303260869565217,0.302608695652174,0.307173913043478,0.05,44010,83,60.89,0.44,"Individualista"
"superuser",24,"Ghana",80,15,40,65,21,1.200936955176,2,2.16573677066799,1,0.19047619047619,0.285714285714286,0.19047619047619,0.0476190476190476,1550,14.1,NA,-0.29,"Coletivista"
"superuser",25,"Greece",60,35,57,112,463,1.8116958483143,2.24805133011268,2.74534937235857,1.79207812344834,0.252699784017279,0.291576673866091,0.259179265658747,0.0367170626349892,23260,53,NA,0.55,"Coletivista"
"superuser",26,"Guatemala",95,6,37,101,38,1.43096908110526,1.53367468683856,1.69838132956495,NA,0.263157894736842,0.263157894736842,0.157894736842105,0,3140,12.3,45.77,-0.17,"Coletivista"
"superuser",27,"Hong Kong",68,25,57,29,232,2.14860869714815,2.81044243681322,3.44684053007982,1.69856581823783,0.275862068965517,0.344827586206897,0.306034482758621,0.0603448275862069,36560,72.2,52.5,-0.98,"Coletivista"
"superuser",28,"Hungary",46,80,88,82,447,1.88930335788086,1.96216574336593,3.0220183869168,2.1351847961967,0.315436241610738,0.333333333333333,0.317673378076063,0.0357941834451902,12370,70,58.55,-1.22,"Individualista"
"superuser",29,"India",77,48,56,40,8921,1.74353414130111,1.90739217344236,2.58404214470737,2.26101421725748,0.18305122744087,0.283040017935209,0.199192915592422,0.0279116690953929,1530,10.1,53.54,-0.21,"Coletivista"
"superuser",30,"Indonesia",78,14,46,48,374,1.67107038449038,1.82654371428118,2.11830487592147,1.81712059283214,0.213903743315508,0.280748663101604,0.235294117647059,0.0160427807486631,3420,12.3,52.74,-0.8,"Coletivista"
"superuser",31,"Iran",58,41,43,59,692,1.99687499754278,1.83655719568253,2.8097652177127,2.45335363183623,0.203757225433526,0.332369942196532,0.241329479768786,0.0317919075144509,NA,100,41.83,NA,"Coletivista"
"superuser",32,"Iraq",95,30,70,85,15,1.5130857494229,1.7099759466767,1,NA,0.2,0.4,0.133333333333333,0,5870,5,38.02,-1.68,"Coletivista"
"superuser",33,"Ireland",28,70,68,35,659,1.86334154487794,2.10223583032961,2.67756391759472,1.83553929188546,0.298937784522003,0.303490136570561,0.29742033383915,0.0333839150227618,38970,76.8,NA,1.18,"Individualista"
"superuser",34,"Israel",13,54,47,81,852,2.28860738513936,2.23875298132793,3.36672880544315,2.31619225218308,0.267605633802817,0.373239436619718,0.343896713615023,0.034037558685446,28380,68.9,NA,0.36,"Individualista"
"superuser",35,"Italy",50,76,70,75,1416,2.01524657283377,2.24207854734055,2.85492055299839,2.21092065887975,0.252118644067797,0.307203389830508,0.283898305084746,0.0444915254237288,33840,56.8,52.8,0.6,"Individualista"
"superuser",36,"Jamaica",45,39,68,13,13,3.48727806853925,3.36197540679896,3.096787682151,NA,0.230769230769231,0.538461538461538,0.461538461538462,0,5140,37.5,NA,NA,"Coletivista"
"superuser",37,"Japan",54,46,95,92,483,1.64467932488046,2.12924361604832,2.78705219354526,1.16652903957612,0.209109730848861,0.231884057971014,0.221532091097308,0.0186335403726708,47870,79.1,52.88,-0.05,"Coletivista"
"superuser",38,"Kuwait",90,25,40,80,23,2.2179074418284,2.34073113979376,4.31205951713384,2.44948974278318,0.304347826086957,0.304347826086957,0.304347826086957,0.0869565217391304,44100,74.2,41.8,NA,"Coletivista"
"superuser",39,"Latvia",44,70,40,63,176,1.95205523447195,1.92570846026721,3.04030530682942,1.31607401295249,0.232954545454545,0.335227272727273,0.284090909090909,0.0227272727272727,14200,71.7,59.43,-1.27,"Individualista"
"superuser",40,"Lebanon",75,40,65,50,70,1.49603553546666,1.57888659240568,1.96886619473674,1,0.171428571428571,0.328571428571429,0.314285714285714,0.0142857142857143,9190,52,NA,NA,"Coletivista"
"superuser",41,"Lithuania",42,60,40,63,207,2.12685186997526,2.54319393612825,3.39433912344158,4.86325050653529,0.222222222222222,0.260869565217391,0.222222222222222,0.0289855072463768,13920,65.1,NA,-1,"Individualista"
"superuser",42,"Luxembourg",40,60,50,70,44,2.65719714561267,1.76531351403795,6.19573157471714,1,0.409090909090909,0.136363636363636,0.204545454545455,0.0454545454545455,76960,90.9,NA,1.13,"Individualista"
"superuser",43,"Malaysia",104,26,50,36,271,1.70981712697952,1.88387871958225,2.78531420178958,2.82842712474619,0.202952029520295,0.273062730627306,0.232472324723247,0.00738007380073801,9800,61,59.73,0.09,"Coletivista"
"superuser",44,"Malta",56,59,47,96,49,2.04537683619036,3.34115646078845,4.00241673743346,1.41421356237309,0.244897959183673,0.428571428571429,0.326530612244898,0.122448979591837,19760,69.2,NA,-0.03,"Individualista"
"superuser",45,"Mexico",81,30,69,82,495,1.67597534173448,1.80900960215176,2.39067365041143,1.88043103063485,0.236363636363636,0.250505050505051,0.214141414141414,0.0282828282828283,9600,35,49.83,1.03,"Coletivista"
"superuser",46,"Morocco",70,25,53,68,75,1.23841620097549,1.49843723387077,2.30420263108709,1,0.173333333333333,0.266666666666667,0.16,0.0133333333333333,2950,53,42.43,-1.04,"Coletivista"
